_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-2.251474665359091,GO:0097485,M1,1,0,GO Biological Processes,19,neuron projection guidance,19_GO:0032502 developmental process,-2.251474665359091,5.620185922974768,3.9265546720499875,21160,251,60,4,6.666666666666667,3.220305943597653,14251|14432|22152|65254,Flot1|Gap43|Tubb3|Dpysl5,-0.5525995991548095,0,2,0,0,-10.330382760283692,9.2,
1,-9.944599134257668,R-MMU-399719,M1,1,0,Reactome Gene Sets,6,Trafficking of AMPA receptors,,-9.944599134257668,78.37037037037037,21.451513954022488,21160,27,60,6,10.0,3.872983346207417,11771|11772|12322|12323|13385|18195,Ap2a1|Ap2a2|Camk2a|Camk2b|Dlg4|Nsf,-6.381212986994995,0,3,1,1,-9.944599134257668,78.37037037037037,
1,-9.944599134257668,R-MMU-399721,M1,1,0,Reactome Gene Sets,6,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",,-9.944599134257668,78.37037037037037,21.451513954022488,21160,27,60,6,10.0,3.872983346207417,11771|11772|12322|12323|13385|18195,Ap2a1|Ap2a2|Camk2a|Camk2b|Dlg4|Nsf,-6.381212986994995,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-8.386546521452132,R-MMU-112315,M1,1,0,Reactome Gene Sets,6,Transmission across Chemical Synapses,,-8.386546521452132,16.193877551020407,11.395714207278248,21160,196,60,9,15.0,4.6097722286464435,11771|11772|12322|12323|13385|18195|20910|22348|72961,Ap2a1|Ap2a2|Camk2a|Camk2b|Dlg4|Nsf|Stxbp1|Slc32a1|Slc17a7,-5.203371615901065,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-7.755591049601046,R-MMU-112316,M1,1,0,Reactome Gene Sets,6,Neuronal System,,-7.755591049601046,11.231422505307856,9.740280039652822,21160,314,60,10,16.666666666666668,4.811252243246882,11771|11772|12322|12323|13385|18195|20168|20910|22348|72961,Ap2a1|Ap2a2|Camk2a|Camk2b|Dlg4|Nsf|Rtn3|Stxbp1|Slc32a1|Slc17a7,-4.786442095038915,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-6.33289434217543,GO:0099072,M1,1,0,GO Biological Processes,19,regulation of postsynaptic membrane neurotransmitter receptor levels,19_GO:0065007 biological regulation,-6.33289434217543,20.54368932038835,10.602514639689927,21160,103,60,6,10.0,3.872983346207417,11771|11772|12322|13385|15519|18163,Ap2a1|Ap2a2|Camk2a|Dlg4|Hsp90aa1|Ctnnd2,-3.5618998844110106,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-5.66165064849645,R-MMU-112314,M1,1,0,Reactome Gene Sets,6,Neurotransmitter receptors and postsynaptic signal transmission,,-5.66165064849645,15.791044776119403,9.159144014893032,21160,134,60,6,10.0,3.872983346207417,11771|11772|12322|12323|13385|18195,Ap2a1|Ap2a2|Camk2a|Camk2b|Dlg4|Nsf,-3.0225437872956586,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-5.112610755747797,R-MMU-416993,M1,1,0,Reactome Gene Sets,6,Trafficking of GluR2-containing AMPA receptors,,-5.112610755747797,75.57142857142857,14.883474705600298,21160,14,60,3,5.0,2.8136571693556887,11771|11772|18195,Ap2a1|Ap2a2|Nsf,-2.6179908895392923,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-4.6389874772100566,R-MMU-2132295,M1,1,0,Reactome Gene Sets,6,MHC class II antigen presentation,,-4.6389874772100566,14.694444444444446,8.02221210866386,21160,120,60,5,8.333333333333334,3.568120160740314,11771|11772|13424|19349|22152,Ap2a1|Ap2a2|Dync1h1|Rab7|Tubb3,-2.279721312603308,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-4.597023232586191,R-MMU-373760,M1,1,0,Reactome Gene Sets,6,L1CAM interactions,,-4.597023232586191,23.511111111111113,9.311363818306628,21160,60,60,4,6.666666666666667,3.220305943597653,11771|11772|14432|22152,Ap2a1|Ap2a2|Gap43|Tubb3,-2.254034161296677,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-4.356613119678343,GO:0036465,M1,1,0,GO Biological Processes,19,synaptic vesicle recycling,19_GO:0051179 localization,-4.356613119678343,20.444444444444446,8.6268742107663,21160,69,60,4,6.666666666666667,3.220305943597653,11771|11772|19349|104015,Ap2a1|Ap2a2|Rab7|Synj1,-2.0765282011192197,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-4.097156382726571,GO:0006897,M1,1,0,GO Biological Processes,19,endocytosis,19_GO:0051179 localization,-4.097156382726571,5.642666666666667,5.602338086146853,21160,500,60,8,13.333333333333334,4.388537257362556,11771|11772|14251|15461|19349|104015|108664|109676,Ap2a1|Ap2a2|Flot1|Hras|Rab7|Synj1|Atp6v1h|Ank2,-1.8801232099145366,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-3.9534951222985524,R-MMU-437239,M1,1,0,Reactome Gene Sets,6,Recycling pathway of L1,,-3.9534951222985524,32.06060606060606,9.522038785412567,21160,33,60,3,5.0,2.8136571693556887,11771|11772|22152,Ap2a1|Ap2a2|Tubb3,-1.7810440821392581,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-3.912280903779535,GO:0098657,M1,1,0,GO Biological Processes,19,import into cell,19_GO:0051179 localization,-3.912280903779535,4.64714494875549,5.16668729468925,21160,683,60,9,15.0,4.6097722286464435,11771|11772|14251|15461|19349|98660|104015|108664|109676,Ap2a1|Ap2a2|Flot1|Hras|Rab7|Atp1a2|Synj1|Atp6v1h|Ank2,-1.7671960478366073,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-3.630223743723879,mmu05016,M1,1,0,KEGG Pathway,24,Huntington disease - Mus musculus (house mouse),,-3.630223743723879,6.87012987012987,5.533898338441347,21160,308,60,6,10.0,3.872983346207417,11771|11772|13385|14682|22152|22334,Ap2a1|Ap2a2|Dlg4|Gnaq|Tubb3|Vdac2,-1.5497111800699594,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-3.610212576272746,GO:0031503,M1,1,0,GO Biological Processes,19,protein-containing complex localization,19_GO:0051179 localization,-3.610212576272746,8.905723905723907,5.959911994499166,21160,198,60,5,8.333333333333334,3.568120160740314,11771|11772|12322|13385|19349,Ap2a1|Ap2a2|Camk2a|Dlg4|Rab7,-1.532547855491653,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-3.2228991591271243,GO:0048488,M1,1,0,GO Biological Processes,19,synaptic vesicle endocytosis,19_GO:0051179 localization,-3.2228991591271243,18.24137931034483,7.011422866845854,21160,58,60,3,5.0,2.8136571693556887,11771|11772|104015,Ap2a1|Ap2a2|Synj1,-1.2786063424911938,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-3.201108791493378,R-MMU-187037,M1,1,0,Reactome Gene Sets,6,Signaling by NTRK1 (TRKA),,-3.201108791493378,17.93220338983051,6.944962906530938,21160,59,60,3,5.0,2.8136571693556887,11771|11772|15461,Ap2a1|Ap2a2|Hras,-1.2650885008234374,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-3.0977181800744127,GO:0140238,M1,1,0,GO Biological Processes,19,presynaptic endocytosis,19_GO:0051179 localization,-3.0977181800744127,16.53125,6.635571082392326,21160,64,60,3,5.0,2.8136571693556887,11771|11772|104015,Ap2a1|Ap2a2|Synj1,-1.1970898644933134,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-3.031494531850824,R-MMU-9006934,M1,1,0,Reactome Gene Sets,6,Signaling by Receptor Tyrosine Kinases,,-3.031494531850824,5.29,4.619081021308512,21160,400,60,6,10.0,3.872983346207417,11771|11772|11964|15461|15519|108664,Ap2a1|Ap2a2|Atp6v1a|Hras|Hsp90aa1|Atp6v1h,-1.1457153373086442,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-2.9665345730008803,R-MMU-166520,M1,1,0,Reactome Gene Sets,6,Signaling by NTRKs,,-2.9665345730008803,14.901408450704226,6.256651306842581,21160,71,60,3,5.0,2.8136571693556887,11771|11772|15461,Ap2a1|Ap2a2|Hras,-1.1055789621837322,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-2.6816721108791017,R-MMU-1280218,M1,1,0,Reactome Gene Sets,6,Adaptive Immune System,,-2.6816721108791017,3.881551362683438,3.9346480095470397,21160,636,60,7,11.666666666666666,4.144384867012947,11771|11772|13424|15461|19349|22152|22201,Ap2a1|Ap2a2|Dync1h1|Hras|Rab7|Tubb3|Uba1,-0.9007585877827147,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-2.412424469930927,R-MMU-3858494,M1,1,0,Reactome Gene Sets,6,Beta-catenin independent WNT signaling,,-2.412424469930927,9.531531531531531,4.805678602340136,21160,111,60,3,5.0,2.8136571693556887,11771|11772|12322,Ap2a1|Ap2a2|Camk2a,-0.6853624383750057,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-2.405289142102733,R-MMU-199991,M1,1,0,Reactome Gene Sets,6,Membrane Trafficking,,-2.405289142102733,3.9699812382739212,3.7032347483291694,21160,533,60,6,10.0,3.872983346207417,11771|11772|13424|18195|19349|22152,Ap2a1|Ap2a2|Dync1h1|Nsf|Rab7|Tubb3,-0.6807520855773149,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-2.2755487663328835,R-MMU-5653656,M1,1,0,Reactome Gene Sets,6,Vesicle-mediated transport,,-2.2755487663328835,3.7319223985890653,3.5162686236758263,21160,567,60,6,10.0,3.872983346207417,11771|11772|13424|18195|19349|22152,Ap2a1|Ap2a2|Dync1h1|Nsf|Rab7|Tubb3,-0.5658608308463846,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-2.1412168210961955,mmu04144,M1,1,0,KEGG Pathway,24,Endocytosis - Mus musculus (house mouse),,-2.1412168210961955,5.224691358024692,3.7255432991861754,21160,270,60,4,6.666666666666667,3.220305943597653,11771|11772|15461|19349,Ap2a1|Ap2a2|Hras|Rab7,-0.4624210043832685,0,3,0,0,-9.944599134257668,78.37037037037037,
1,-8.56559900204463,GO:0050804,M1,1,0,GO Biological Processes,19,modulation of chemical synaptic transmission,19_GO:0050789 regulation of biological process,-8.56559900204463,6.852331606217617,8.83348815015136,21160,772,60,15,25.0,5.5901699437494745,11938|12322|12323|13385|14251|15461|17754|18163|20614|20910|21960|26562|50997|68585|235604,Atp2a2|Camk2a|Camk2b|Dlg4|Flot1|Hras|Map1a|Ctnnd2|Snap25|Stxbp1|Tnr|Ncdn|Mpp2|Rtn4|Camkv,-5.337016703630556,0,4,1,1,-8.56559900204463,9.650082918739635,
1,-8.557980170071023,GO:0099177,M1,1,0,GO Biological Processes,19,regulation of trans-synaptic signaling,19_GO:0050789 regulation of biological process,-8.557980170071023,6.843467011642949,8.826035073994266,21160,773,60,15,25.0,5.5901699437494745,11938|12322|12323|13385|14251|15461|17754|18163|20614|20910|21960|26562|50997|68585|235604,Atp2a2|Camk2a|Camk2b|Dlg4|Flot1|Hras|Map1a|Ctnnd2|Snap25|Stxbp1|Tnr|Ncdn|Mpp2|Rtn4|Camkv,-5.337016703630556,0,4,0,0,-8.56559900204463,9.650082918739635,
1,-7.821100092821949,GO:0048167,M1,1,0,GO Biological Processes,19,regulation of synaptic plasticity,19_GO:0050789 regulation of biological process,-7.821100092821949,9.650082918739635,9.337325747856298,21160,402,60,11,18.333333333333332,4.995368225036438,12322|12323|13385|15461|17754|18163|20614|20910|21960|26562|50997,Camk2a|Camk2b|Dlg4|Hras|Map1a|Ctnnd2|Snap25|Stxbp1|Tnr|Ncdn|Mpp2,-4.786442095038915,0,4,0,0,-8.56559900204463,9.650082918739635,
1,-4.4228696387317274,GO:0050806,M1,1,0,GO Biological Processes,19,positive regulation of synaptic transmission,19_GO:0048518 positive regulation of biological process,-4.4228696387317274,7.549439347604484,6.3647897324535405,21160,327,60,7,11.666666666666666,4.144384867012947,12323|13385|14251|20614|20910|21960|50997,Camk2b|Dlg4|Flot1|Snap25|Stxbp1|Tnr|Mpp2,-2.1224569323620104,0,4,0,0,-8.56559900204463,9.650082918739635,
1,-2.5260677884085094,GO:0060291,M1,1,0,GO Biological Processes,19,long-term synaptic potentiation,19_GO:0048518 positive regulation of biological process,-2.5260677884085094,6.717460317460318,4.440202321676178,21160,210,60,4,6.666666666666667,3.220305943597653,12323|20614|21960|50997,Camk2b|Snap25|Tnr|Mpp2,-0.7809075347597917,0,4,0,0,-8.56559900204463,9.650082918739635,
1,-8.334015409771984,mmu04911,M1,1,0,KEGG Pathway,24,Insulin secretion - Mus musculus (house mouse),,-8.334015409771984,28.705426356589147,13.728482753281613,21160,86,60,7,11.666666666666666,4.144384867012947,12322|12323|14672|14682|14683|20614|98660,Camk2a|Camk2b|Gna11|Gnaq|Gnas|Snap25|Atp1a2,-5.185602610480129,0,5,1,1,-8.334015409771984,48.09090909090909,
1,-7.783500212152484,mmu04925,M1,1,0,KEGG Pathway,24,Aldosterone synthesis and secretion - Mus musculus (house mouse),,-7.783500212152484,23.967637540453072,12.460017618459913,21160,103,60,7,11.666666666666666,4.144384867012947,12322|12323|14672|14682|14683|98660|269060,Camk2a|Camk2b|Gna11|Gnaq|Gnas|Atp1a2|Dagla,-4.786442095038915,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-7.754192358256068,mmu04922,M1,1,0,KEGG Pathway,24,Glucagon signaling pathway - Mus musculus (house mouse),,-7.754192358256068,23.737179487179485,12.395021677166064,21160,104,60,7,11.666666666666666,4.144384867012947,12322|12323|14682|14683|18597|56421|110078,Camk2a|Camk2b|Gnaq|Gnas|Pdha1|Pfkp|Pygb,-4.786442095038915,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-6.757236941274357,WP553,M1,1,0,WikiPathways,27,Calcium regulation in cardiac cells,,-6.757236941274357,17.025287356321837,10.325405030419695,21160,145,60,7,11.666666666666666,4.144384867012947,11938|12322|12323|14672|14682|14683|14687,Atp2a2|Camk2a|Camk2b|Gna11|Gnaq|Gnas|Gnaz,-3.875092031387271,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-6.681601857708066,mmu04912,M1,1,0,KEGG Pathway,24,GnRH signaling pathway - Mus musculus (house mouse),,-6.681601857708066,23.511111111111113,11.412160878497238,21160,90,60,6,10.0,3.872983346207417,12322|12323|14672|14682|14683|15461,Camk2a|Camk2b|Gna11|Gnaq|Gnas|Hras,-3.866403737451593,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-5.639738377725418,mmu04971,M1,1,0,KEGG Pathway,24,Gastric acid secretion - Mus musculus (house mouse),,-5.639738377725418,23.511111111111113,10.41412359130064,21160,75,60,5,8.333333333333334,3.568120160740314,12322|12323|14682|14683|98660,Camk2a|Camk2b|Gnaq|Gnas|Atp1a2,-3.0108506817063128,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-5.527619392263564,GO:0048168,M1,1,0,GO Biological Processes,19,regulation of neuronal synaptic plasticity,19_GO:0050789 regulation of biological process,-5.527619392263564,22.320675105485233,10.12397025668712,21160,79,60,5,8.333333333333334,3.568120160740314,12322|12323|13385|15461|26562,Camk2a|Camk2b|Dlg4|Hras|Ncdn,-2.918475754440216,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-5.327993618380444,mmu04921,M1,1,0,KEGG Pathway,24,Oxytocin signaling pathway - Mus musculus (house mouse),,-5.327993618380444,13.830065359477125,8.493262232656344,21160,153,60,6,10.0,3.872983346207417,12322|12323|13629|14682|14683|15461,Camk2a|Camk2b|Eef2|Gnaq|Gnas|Hras,-2.781640810416551,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-5.279407083388745,mmu04261,M1,1,0,KEGG Pathway,24,Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),,-5.279407083388745,13.564102564102564,8.398944939650264,21160,156,60,6,10.0,3.872983346207417,11938|12322|12323|14682|14683|98660,Atp2a2|Camk2a|Camk2b|Gnaq|Gnas|Atp1a2,-2.7413268013908416,0,5,0,0,-8.334015409771984,48.09090909090909,
